79407x16z,Basset,James,,,Prebendary of Botevant,1554-1556,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
mk61rg92z,Bate,Henry,,,Prebendary of Bole,1605-1613,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
vx021f082,Bennett,William,d 1583,,"Canon of 4th Prebend in Durham Cathedral; Warden of Finchale\, 1536-c 1539",1541-1579,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,
0z708w40c,Bell,Thomas,d ? 1637,,Prebendary of South Newbald,1614-1637,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
8s45q876k,Bell,William,,Master,Prebendary of Bilton,1554-0000,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
2z10wq20d,Benet,John,,Sir,Knight; Prebendary of Langtoft,1591-1608,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
9c67wm80s,Belassis,Anthony,d 1552,,Prebendary of Knaresborough,1549-1552,"http://www.british-history.ac.uk/search/series/fasti-ecclesiae,http://www.oxforddnb.com/",
c821gj76b,Benson,Thomas,d 1644,,Prebendary of Holme (Archiepiscopi),1625-1644,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
j3860692c,Benet,Walter,d 1614,,Prebendary of Langtoft,1608-1614,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
rr171x20k,Blakiston,Marmaduke,,,"Archdeacon of the East Riding; Prebendary of Wistow\, 1615-1625",1615-1625,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,Blackiston (ODNB)
n296wz12m,Blakeney,Robert,d c 1553,,Prior of Tynemouth,1536-1539,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,Blakney
dn39x1535,Bing,Thomas,d 1599,,Prebendary of Strensall,1567-? 1599,"http://www.british-history.ac.uk/search/series/fasti-ecclesiae,http://www.oxforddnb.com/",Byng (ODNB)
9p2909328,Bing,Andrew,1574-1652,,"Subdean of York; Prebendary of Givendale\, 1600-1652",1606-1652,"http://www.british-history.ac.uk/search/series/fasti-ecclesiae,http://www.oxforddnb.com/",Byng (ODNB)
dz010q04x,Blakeston,Ralph,,,Prior of Lytham,1529-c 1535,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,Blaxston
c247ds096,Blakiston,Thomas,d ? 1660,,Prebendary of Wistow,1623-1660,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
sb397825r,Blake,Anthony,d 1570,,Prebendary of Tockerington,1562-1570,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
0c483j36g,Borowdale,Gawen,d 1553,,"Abbot of Holm Cultram; Rector of Holm Cultram\, 0000-1553",c 1536-1538,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,"Borudall,Borradayle,Boradelle,Boradale,Boraydell,Boradall"
s7526c40b,Blethin,William,d 1590,,Prebendary of Osbaldwick,1567-1567,"http://www.oxforddnb.com/,http://www.british-history.ac.uk/search/series/fasti-ecclesiae",Bleddyn (ODNB)
tt44pm84n,Bolton,Thomas,d c 1537,,Abbot of Sallay,1527-1536,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,
zs25x8453,Blyton,Rowland,,,Abbot of Rievaulx,1533-1538,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,"Bliton,Blytone"
t148fh12j,Boleyn,George,d 1603,,Prebendary of Ulleskelf,1559-1603,"http://www.british-history.ac.uk/search/series/fasti-ecclesiae,http://www.oxforddnb.com/",
f4752g72m,Blithe,George,,,Prebendary of Tockerington,1557-? 0000,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
cr56n096b,Boleyn,William,d 1552,,Prebendary of Strensall,1529-1552,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
fn106x926,Bramhall,John,1594-1663,,Prebendary of Husthwaite,1632-1634,"http://www.oxforddnb.com/,http://www.british-history.ac.uk/search/series/fasti-ecclesiae",
8p58pc92q,Bradrike,Agnes,,,Prioress of Yedingham,1526-1539,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,"Braidrig,Braydericke,Bredrigg,Bradrygge,Bradrige,Bradrigge"
8g84mm241,Boxall,John,1525-1571,,Prebendary of Stillington,1558-1559,"http://www.oxforddnb.com/,http://www.british-history.ac.uk/search/series/fasti-ecclesiae",
hq37vn56b,Bradley,Marmaduke,,,Abbot of Fountains,1536-1539,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,
jd472w44j,Bransby,John,d 1549,,Prebendary of Knaresborough,1541-1549,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
vt150j246,Briskin,Griffin,d ? 1608,,Prebendary of Osbaldwick,1589-1608,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
0,Boston,John,d c 1660,,Prebendary of Barnby,1629-0000,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
rv042t04f,Browne,William,d c 1558,,Prior of Monk Bretton,1523-1538,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,
gh93gz487,Bunney,Edmund,1540-1618,,"Subdean of York; Prebendary of Wistow\, 1575-1618",1570-1576,"http://www.oxforddnb.com/,http://www.british-history.ac.uk/search/series/fasti-ecclesiae",Bunny (ODNB)
2801pg32c,Brooke,John,d 1617,,"Precentor of York; Prebendary of Bugthorpe\, 1613-1615",1615-1617,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
3x816m604,Brode,Philip,d 1551,,Prebendary of Givendale,1548-1551,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
vh53wv72q,Broadley,John,d 1626,,Prebendary of Warthill,1601-1626,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,Bradley
pk02c9724,Bungey,John,d 1617,,Prebendary of Bilton,1615-1617,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
5425k968s,Chaderton,William,d 1608,,"Archdeacon of York; Prebendary of Fenton\, 1574-1579",1568-1575,"http://www.british-history.ac.uk/search/series/fasti-ecclesiae,http://www.oxforddnb.com/",
h415p952n,Burgh,Christina,,,Prioress of Nun Keeling,1537-1539,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,"Brugh,Brughe"
sn009x76k,Byrde,Richard,d 1609,,Archdeacon of Cleveland,1589-1601,"http://www.oxforddnb.com/,http://www.british-history.ac.uk/search/series/fasti-ecclesiae",Bird (ODNB)
rj4304528,Buttrie,John,d 1550,,Prebendary of Botevant,1540-1550,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
5m60qr88b,Burton,Richard,d 1615,,Prebendary of Fridaythorpe,1613-1615,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
cz30ps64c,Cansfield,Robert,,,Prebendary of Grindal,1589-1596,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,Chancefeld (Fasti)
br86b356q,Burton,Thomas,,,Prebendary of Tockerington,1587-1590,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
cr56n097m,Clerke,Thomas,d 1541,,"Dean of Chester; Abbot of St Werburgh's Abbey\, Chester\, 1538-1540",1541-1541,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,Clerk
tx31qh68h,Clarkson,William,d c 1543,,Prior of Middlesbrough,1527-c 1539,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,Clerkson
sx61dm295,Clennocke,Maurice,c 1525-? 1580,,Prebendary of Botevant,1556-1561,"http://www.british-history.ac.uk/search/series/fasti-ecclesiae,http://www.oxforddnb.com/","Clenocke,Morys Clynnog (ODNB),Clenock"
rj430453j,Cheston,Thomas,d 1566,,Prebendary of Grindal,1555-1566,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
08612n52b,Chamber,John,,,Prebendary of Wetwang,1533-0000,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
j098zb08p,Cleyburghe,William,,,Prebendary of Ampleforth,1549-1554,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
d504rk32w,Clement,Thomas,,,Prebendary of Apesthorpe,1554-1564,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
1v53jw96n,Clyff,William,d 1558,Master,"Treasurer of York and Prebendary of Wilton; Precentor of York\, 1534-1538",1538-1547,"http://www.oxforddnb.com/,http://www.british-history.ac.uk/search/series/fasti-ecclesiae",Clyffe (ODNB)
7d278t00k,Colynson,Robert,d 1553,,Prior of Haltemprice,1532-1536,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,"Collynson,Collingeson,Colson"
xp68kg20b,Constable,William,d ? 1556,Master,Prebendary of Weighton,1532-1556,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
0v8380566,Coltman,John,d 1553,Master,Prebendary of Apesthorpe,1546-1553,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
6d56zw601,Cole,Thomas,d ? 1615,,Prebendary of Holme (Archiepiscopi),1582-1615,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
wp988j80x,Cocke,James,d 1591,,Prebendary of Langtoft,1585-1591,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
kw52j804p,Clifton,William,d 1548,,Subdean of York,1529-1548,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
mg74qm08d,Cosin,John,1595-1672,,Archdeacon of the East Riding,1625-1660,"http://www.oxforddnb.com/,http://www.british-history.ac.uk/search/series/fasti-ecclesiae",Cousen (CP)
9c67wm812,Coulton,Ralph,d 1582,,"Archdeacon of Cleveland; Prebendary of Home (Archiepiscopi)\, 1573-1582",1570-1582,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
4q77fr33m,Cony,William,,,Prior of Tickhill,1524-c 1536,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,
p2676v52c,Cottesford,Thomas,,Master,Prebendary of Apesthorpe,1553-1554,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
ms35t860f,Coppinger,Ambrose,d 1644,,Prebendary of Apesthorpe,1619-1644,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
9306sz28s,Coppinger,Henry,,,Prebendary of Apesthorpe,1591-1619,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
1g05fb60f,Coryett,George,,,Prebendary of Warthill,1595-1601,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
mw22v5449,Cundall,Henry,d 1555,,Abbot of Roche,c 1533-1538,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,Crundall
9c67wm82b,Crawshawe,John,,,Prior of Malton,c 1537-1539,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,Crashawe
kp78gg36g,Dakyn,John,d 1558,,Archdeacon of the East Riding,1551-1558,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
cr56n098w,Danby,Margaret,,,Prioress of Arden,1503-1536,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,Margery
zk51vg76b,Cowper,Christabel,,,Prioress of Marrick,c 1529-1539,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,
1c18df77c,Crosthwaite,James,d 1579,,Prebendary of Tockerington,1573-1579,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
6m311p28w,Crashawe,William,d ? 1626,,Prebendary of Osbaldwick,1617-1626,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
6969z076v,Day,William,1529-1596,,"Archdeacon of Nottingham; Prebendary of Ampleforth\, 1560-1566",1560-1565,"http://www.british-history.ac.uk/search/series/fasti-ecclesiae,http://www.etoncollege.com/Provosts.aspx,http://www.oxforddnb.com/",
k930bx013,Davell,Robert,d 1559,,Prebendary of Holme (Archiepiscopi),1541-1558,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
vh53wv730,Darneton,Thomas,,,Abbot of Egglestone,1519-1540,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,
jw827b648,Davell,Henry,,,Abbot of Whitby,1538-1539,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,
k930bx00t,Dangarde,John,d 1594,,Prebendary of Warthill,1561-1594,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
wd375w28x,Denne,John,d c 1660,,Prebendary of Bilton,1617-0000,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
w0892992w,Davis,William,,,Prebendary of Osbaldwick,1642-? 0000,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
tx31qh69s,Dunkon,Eleazar,d 1660,,Prebendary of Knaresborough,1640-1660,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
k643b116n,Drewry,Richard,d 1561,,Prebendary of Barnby,1558-1561,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
5q47rn72z,Duckett,John,,,Master of Farne,1535- c 1539,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,
mc87pq24j,Downes,Geoffrey,,Master,Chancellor of York,1537-1561,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
bc386j20b,Duncombe,John,,,Prebendary of Givendale,1576-1600,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
ks65hc20t,Ebden,John,,,Prebendary of Bugthorpe,1552-1600,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
b5644r52v,Dudley,Robert,,,Prebendary of Wetwang,1569-1581,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
th83kz323,Empson,William,,,"Prior of Drax; vicar of Wressle\, 1525-0000",c 1530-1536,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,Emson
1j92g7448,Favour,John,c 1557-1624,,"Precentor of York; Prebendary of Osbaldwick\, 1614-1617",1617-1624,"http://www.british-history.ac.uk/search/series/fasti-ecclesiae,http://www.oxforddnb.com/",
6h440s441,Everard,Nicholas,d 1545,Master,Precentor of York,1539-1545,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
ks65hc213,Eveleigh,James,d ? 1660,,Prebendary of Wetwang,1602-? 0000,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
tx31qh70j,Eyer,Giles,d 1551,,Prebendary of Husthwaite,1550-1551,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
m326m172d,Fairfax,Henry,d 1665,,Prebendary of Fridaythorpe,1615-1665,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
w66343603,Eyer,John,,Master,Prebendary of Barnby,1539-1543,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
8p58pc930,Ferrar,Robert,d 1555,,"Bishop of St Davids\, 1548-1555; Prior of Nostell\, 1538-1539",1538-1539,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,
6m311p295,Franklin,William,1481-1556,,Prebendary of Stillington,1526-1556,"http://www.oxforddnb.com/,http://www.british-history.ac.uk/search/series/fasti-ecclesiae",Franklyn (ODNB)
bn999672v,Golding,John,,,Prior of Ellerton on Spalding Moor,1538-1538,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,"Goldyng,Goldinge,Goldynge"
8p58pc948,Foster,Katherine,,,Prioress of Sinningthwaite,1534-1536,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,"Fostere,Forster"
qn59q3974,Goldesburgh,Anne,,,Prioress of Sinningthwaite,1529-1534,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,Goldesbrough
2z10wq21p,Forde,Philip,,,Prebendary of Stillington,1605-? 0000,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
fx719m44h,Gregorie,Christopher,d 1600,,"Archdeacon of York; Prebendary of Ampleforth\, 1577-1600",1598-1600,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,Gregorye (CP)
db78tc00b,Goldyng,John,d 1556,Master,Prebendary of Givendale,1551-1556,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
bk1289888,Grosvenor,Elizabeth,,,Prioress of Chester,c 1534-1540,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,"Gravenor,Grosvenour"
t435gc96m,Green,William,d 1640,,Prebendary of Dunnington,1588-1640,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
9c67wm83m,Goodwyn,William,,,"Chancellor of York; Prebendary of Bole\, 1590-1605",1605-1611,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
wd375w296,Green,John,,,Prebendary of Dunnington,1556-1588,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
8p58pc95j,Hall,Joseph,,,Archdeacon of Nottingham,1611-1628,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
hx11xf24j,Harsnet,Samuel,? 1561-1631,,Archbishop of York,1629-1631,"http://www.british-history.ac.uk/search/series/fasti-ecclesiae,http://www.oxforddnb.com/",Harsnett (ODNB)
h989r3203,Harkay,Joan,,,Prioress of Ellerton-in-Swaledale,c 1534-1536,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,Harkey
z890rt252,Hall,Elizabeth,,,Prioress of Arthington,1532-1539,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,"Halle,Haull"
xw42n7888,Harrison,Robert,d 1573,,Prebendary of Holme (Archiepiscopi),1566-1573,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
m900nt41q,Haldesworth,Robert,d 1556,,Prebendary of Dunnington,1541-1556,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
5q47rn737,Hall,John,d 1558,,Prebendary of Barnby,1543-1558,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
6969z0774,Heneage,George,1483-1549,Master,Prebendary of Ampleforth,1536-1549,"http://www.british-history.ac.uk/search/series/fasti-ecclesiae,http://www.oxforddnb.com/",
5999n3367,Harware,John,,,Abbot of Vale Royal,? 1434-1538,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,"Haward,Harward,Harwar,Harwood,Harrower,Harwarr"
9z902z84b,Hartley,Ralph,,,Prior of Wetheral,c 1537-1538,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,"Harteley,Harley,Hertley"
xk81jk36q,Herrington,Richard,,,Master of Monkwearmouth,c 1533-c 1539,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,Heryngton
pr76f340k,Heath,Nicholas,? 1501-1578,,Archbishop of York,1555-1559,"http://www.oxforddnb.com/,http://www.british-history.ac.uk/search/series/fasti-ecclesiae",
pz50gw084,Herde,John,d 1588,,Prebendary of South Newbald,1559-1588,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
8336h188j,Harwood,Richard,d 1615,,Prebendary of Bilton,1614-1615,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
ns0646000,Holgate,Robert,1482-1555,,"Archbishop of York; Prior of Watton\, c 1536-1539",1545-1554,"http://www.oxforddnb.com/,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB",
kp78gg37r,Hodson,Phineas,d 1646,,Chancellor of York,1611-1646,"http://www.british-history.ac.uk/search/series/fasti-ecclesiae,http://www.oxforddnb.com/",Hodgson (ODNB)
cn69m4128,Hexham,John,d c 1557,,Abbot of Whitby,1527-1538,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,"Topcliffe,Topclif,Hixham"
j098zb09z,Higdon,John,d 1532,,"Prebendary of Weighton; Prebendary of Wetwang\, 1529-1532",1524-1529,"http://www.british-history.ac.uk/search/series/fasti-ecclesiae,http://www.oxforddnb.com/",Hygdon (ODNB)
6682x392q,Holden,Robert,,,Prior of Woodkirk,0000-1539,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,
k0698748f,Hervie,Henry,,,Prebendary of Warthill,1559-0000,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
v692t620b,Hickes,John,d 1630,,Prebendary of North Newbald,1615-1630,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
p5547r367,Holgill,William,d 1548,Master,Prebendary of South Cave,1534-1548,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
8049g505r,Hutton,Matthew,? 1529-1606,,Archbishop of York,1595-1606,"http://www.british-history.ac.uk/search/series/fasti-ecclesiae,http://www.oxforddnb.com/",
qn59q398d,Houghton,Thomas,d 1550,Master,Prebendary of Fenton,1541-1550,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
vd66vz88c,Holme,William,,,Prior of Warter,1526-1536,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,
7s75dc36z,Hooke,Henry,,,"Archdeacon of York; Precentor of York\, 1624-1624",1617-1624,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
gt54kn002,Horne,Richard,,,Prebendary of Bugthorpe,1552-1552,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
pk02c973d,Ireland,Thomas,d 1558,Master,Prebendary of South Newbald,1540-1558,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
mc87pq25t,Johnson,Robert,,,Prebendary of Stillington,1556-? 0000,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
vh53wv748,Jenkynson,Joan,,,Prioress of Esholt,c 1536-1539,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,
tt44pm85x,Ireland,Thomas,d 1614,,Prebendary of South Newbald,1608-1614,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
ns0646018,Hutton,Samuel,d 1628,,Prebendary of Ulleskelf,1603-1628,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
w08929935,Jones,Walter,d ? 1577,,Prebendary of Langtoft,1564-1577,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
dr26xx36k,Jacke,William,,,Prebendary of Husthwaite,1564-1568,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
xs55mc046,Kildwick,John,d 1552,,Prior of Kirkham,1518-1538,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,"Kylwek,Kylwycke,Kilwik,Kildwicke,Kylwyke"
k643b117x,Knolles,Thomas,d 1546,,Prebendary of Apesthorpe,1529-1546,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
2z10wq22z,Kent,Thomas,,,Minister/Prior of Knaresborough,c 1529-1538,http://www.cambridge.org/gb/academic/subjects/history/british-history-1066-1450/heads-religious-houses-england-and-wales-iii-13771540?format=PB,"Kentt,Kente"
qv33rw64w,King,John,d 1621,,Archdeacon of Nottingham,1590-1611,"http://www.oxforddnb.com/,http://www.british-history.ac.uk/search/series/fasti-ecclesiae",
7h149p84n,Knolles,William,d ? 1660,,Prebendary of Warthill,1626-? 0000,http://www.british-history.ac.uk/search/series/fasti-ecclesiae,
