York,York and West Riding,Craven ,,Giggleswick,,,,,,
York,York and West Riding,Craven ,,Gisburn,,,,,,
York,York and West Riding,Craven ,,Great Mitton,,,,,,
York,York and West Riding,Craven ,,Ilkley,,,,,,
York,York and West Riding,Craven ,,Keighley,,,,,,
York,York and West Riding,Craven ,,Kildwick,,,,,,
York,York and West Riding,Craven ,,Kirkby Malham,,,,,,
York,York and West Riding,Craven ,,Linton,,,,,,
York,York and West Riding,Craven ,,Long Preston,,,,,,
York,York and West Riding,Craven ,,Skipton,,,,,,
York,York and West Riding,Craven ,,Slaidburn,,,,,,
York,York and West Riding,Craven ,,Thornton-in-Craven,,,,,,
York,York and West Riding,Doncaster ,,Adwick le Street,,,,,,
York,York and West Riding,Doncaster ,,Adwick upon Dearne,,,,,,
York,York and West Riding,Doncaster ,,Arksey,,,,,,
York,York and West Riding,Doncaster ,,Armthorpe,,,,,,
York,York and West Riding,Doncaster ,,Aston,,,,,,
York,York and West Riding,Doncaster ,,Badsworth,,,,,,
York,York and West Riding,Doncaster ,,Barnburgh,,,,,,
York,York and West Riding,Doncaster ,,Barnby Dun,,,,,,
York,York and West Riding,Doncaster ,,Bolton upon Dearne,,,,,,
York,York and West Riding,Doncaster ,,Braithwell,,,,,,
York,York and West Riding,Doncaster ,,Brodsworth,,,,,,
York,York and West Riding,Doncaster ,,Burghwallis,,,,,,
York,York and West Riding,Doncaster ,,Campsall,,,,,,
York,York and West Riding,Doncaster ,,Cantley,,,,,,
York,York and West Riding,Doncaster ,,Conisbrough,,,,,,
York,York and West Riding,Doncaster ,,Darfield,,,,,,
York,York and West Riding,Doncaster ,,Darton,,,,,,
York,York and West Riding,Doncaster ,,Dinnington,,,,,,
York,York and West Riding,Doncaster ,,Doncaster,,,,,,
York,York and West Riding,Doncaster ,,Ecclesfield,,,,,,
York,York and West Riding,Doncaster ,,Felkirk,,,,,,
York,York and West Riding,Doncaster ,,Fishlake,,,,,,
York,York and West Riding,Doncaster ,,Harthill,,,,,,
York,York and West Riding,Doncaster ,,Hatfield,,,,,,
York,York and West Riding,Doncaster ,,Hemsworth,,,,,,
York,York and West Riding,Doncaster ,,Hickleton,,,,,,
York,York and West Riding,Doncaster ,,High Hoyland,,,,,,
York,York and West Riding,Doncaster ,,High Melton,,,,,,
York,York and West Riding,Doncaster ,,Hooton Pagnell,,,,,,
York,York and West Riding,Doncaster ,,Hooton Roberts,,,,,,
York,York and West Riding,Doncaster ,,Kirk Bramwith,,,,,,
York,York and West Riding,Doncaster ,,Kirk Sandall,,,,,,
York,York and West Riding,Doncaster ,,Kirk Smeaton,,,,,,
York,York and West Riding,Doncaster ,,Maltby,,,,,,
York,York and West Riding,Doncaster ,,Old Edlington,,,,,,
York,York and West Riding,Doncaster ,,Owston,,,,,,
York,York and West Riding,Doncaster ,,Penistone,,,,,,
York,York and West Riding,Doncaster ,,Rawmarsh,,,,,,
York,York and West Riding,Doncaster ,,Rotherham,,,,,,
York,York and West Riding,Doncaster ,,Royston,,,,,,
York,York and West Riding,Doncaster ,,Sheffield,,,,,,
York,York and West Riding,Doncaster ,,Silkstone,,,,,,
York,York and West Riding,Doncaster ,,South Kirkby,,,,,,
York,York and West Riding,Doncaster ,,Sprotbrough,,,,,,
York,York and West Riding,Doncaster ,,Tankersley,,,,,,
York,York and West Riding,Doncaster ,,Thrybergh,,,,,,
York,York and West Riding,Doncaster ,,Thurnscoe,,,,,,
York,York and West Riding,Doncaster ,,Tickhill,,,,,,
York,York and West Riding,Doncaster ,,Todwick,,,,,,
York,York and West Riding,Doncaster ,,Treeton,,,,,,
York,York and West Riding,Doncaster ,,Wath upon Dearne,,,,,,
York,York and West Riding,Doncaster ,,Warmsworth,,,,,,
York,York and West Riding,Doncaster ,,Whiston,,,,,,
York,York and West Riding,Doncaster ,,Wickersley,,,,,,
York,York and West Riding,Pontefract ,,Adlingfleet,,,,,,
York,York and West Riding,Pontefract ,,Almondbury,,,,,,
York,York and West Riding,Pontefract ,,Batley,,,,,,
York,York and West Riding,Pontefract ,,Birstall,,,,,,
York,York and West Riding,Pontefract ,,Bradford,,,,,,
York,York and West Riding,Pontefract ,,Calverley,,,,,,
York,York and West Riding,Pontefract ,,Castleford,,,,,,
York,York and West Riding,Pontefract ,,Crofton,,,,,,
York,York and West Riding,Pontefract ,,Darrington,,,,,,
York,York and West Riding,Pontefract ,,Dewsbury,,,,,,
York,York and West Riding,Pontefract ,,Emley,,,,,,
York,York and West Riding,Pontefract ,,Featherstone,,,,,,
York,York and West Riding,Pontefract ,,Halifax,,,,,,
York,York and West Riding,Pontefract ,,High Ackworth,,,,,,
York,York and West Riding,Pontefract ,,Huddersfield,,,,,,
York,York and West Riding,Pontefract ,,Kellington,,,,,,
York,York and West Riding,Pontefract ,,Kirkburton,,,,,,
York,York and West Riding,Pontefract ,,Kirkheaton,,,,,,
York,York and West Riding,Pontefract ,,Methley,,,,,,
York,York and West Riding,Pontefract ,,Mirfield,,,,,,
York,York and West Riding,Pontefract ,,Monk Fryston,,,,,,
York,York and West Riding,Pontefract ,,Normanton,,,,,,
York,York and West Riding,Pontefract ,,Pontefract,,,,,,
York,York and West Riding,Pontefract ,,Pontefract Castle,,,,,,
York,York and West Riding,Pontefract ,,Rothwell,,,,,,
York,York and West Riding,Pontefract ,,Sandal Magna,,,,,,
York,York and West Riding,Pontefract ,,Snaith,,,,,,
York,York and West Riding,Pontefract ,,Thornhill,,,,,,
York,York and West Riding,Pontefract ,,Wakefield,,,,,,
York,York and West Riding,Pontefract ,,Warmfield,,,,,,
York,York and West Riding,Pontefract ,,Womersley,,,,,,
York,York and West Riding,Pontefract ,,Woodkirk,,,,,,
York,York and West Riding,City of York ,,York All Saints North St,,,,,,
York,York and West Riding,City of York ,,York All Saints Pavement,,,,,,
York,York and West Riding,City of York ,,York Holy Trin Kings Ct,,,,,,
York,York and West Riding,City of York ,,York Holy Trin Mickelgate,,,,,,
York,York and West Riding,City of York ,,York St Crux Pavement,,,,,,
York,York and West Riding,City of York ,,York St Denys Walmgate,,,,,,
York,York and West Riding,City of York ,,York St George Fishergate,,,,,,
York,York and West Riding,City of York ,,York St Martin Mickelgate,,,,,,
York,York and West Riding,City of York ,,York St Mich Spurriergate,,,,,,
York,York and West Riding,City of York ,,York St Nick Lawrence St,,,,,,
York,York and West Riding,City of York ,,York St Olave Marygate,,,,,,
York,York and West Riding,City of York ,,York St Saviour,,,,,,
,York and West Riding,D & C of York,,Bishop Burton,V,,,,,
York,York and West Riding,York Minster Prebends,,Aldborough,,,,,,
York,York and West Riding,York Minster Prebends,,Ampleforth,,,,,,
York,York and West Riding,York Minster Prebends,,Barmby Moor,,,,,,
York,York and West Riding,York Minster Prebends,,Bishop Wilton,V,,,,,
York,York and West Riding,York Minster Prebends,,Bole,,,,,,
York,York and West Riding,York Minster Prebends,,Botevant Prebend,,,,,,
York,York and West Riding,York Minster Prebends,,Bramham,,,,,,
York,York and West Riding,York Minster Prebends,,Brotherton,,,,,,
York,York and West Riding,York Minster Prebends,,Bubwith,V,,,,,
York,York and West Riding,York Minster Prebends,,Bugthorpe,,,,,,
York,York and West Riding,York Minster Prebends,,Burton Leonard,,,,,,
York,York and West Riding,York Minster Prebends,,Burton Pidsea,V,,,,,
York,York and West Riding,York Minster Prebends,,Church Fenton,,,,,,
York,York and West Riding,York Minster Prebends,,Copmanthorpe,,,,,,
York,York and West Riding,York Minster Prebends,,Dunnington,,,,,,
York,York and West Riding,York Minster Prebends,,East Drayton,,,,,,
York,York and West Riding,York Minster Prebends,,Ellerburn,,,,,,
York,York and West Riding,York Minster Prebends,,Fridaythorpe,,,,,,
York,York and West Riding,York Minster Prebends,,Great Driffield,V,Little Driffield,,,,
York,York and West Riding,York Minster Prebends,,Grindale,,,,,,
York,York and West Riding,York Minster Prebends,,Habblesthorpe,,,,,,
York,York and West Riding,York Minster Prebends,,Holm,,,,,,
York,York and West Riding,York Minster Prebends,,Hornby,,,,,,
York,York and West Riding,York Minster Prebends,,Husthwaite,,,,,,
York,York and West Riding,York Minster Prebends,,Kirkby-in-Furness,,,,,,
York,York and West Riding,York Minster Prebends,,Knaresborough,,,,,,
York,York and West Riding,York Minster Prebends,,Laneham,,,,,,
York,York and West Riding,York Minster Prebends,,Langtoft,,,,,,
York,York and West Riding,York Minster Prebends,,Laughton en le Morthen,,,,,,
York,York and West Riding,York Minster Prebends,,Lissington and Notid (Dolr’),,,,,,
York,York and West Riding,York Minster Prebends,,Little Givendale,,,,,,
York,York and West Riding,York Minster Prebends,,Market Weighton,,,,,,
York,York and West Riding,York Minster Prebends,,Masham,,,,,,
York,York and West Riding,York Minster Prebends,,Newthorpe,,,,,,
York,York and West Riding,York Minster Prebends,,North Newbald,,,,,,
York,York and West Riding,York Minster Prebends,,Not id (Birethorpe),,,,,,
York,York and West Riding,York Minster Prebends,,Not id (Dalton),,,,,,
York,York and West Riding,York Minster Prebends,,Osbaldwick,,,,,,
York,York and West Riding,York Minster Prebends,,Pickering,,,,,,
York,York and West Riding,York Minster Prebends,,Riccall,,,,,,
York,York and West Riding,York Minster Prebends,,Salton,,,,,,
York,York and West Riding,York Minster Prebends,,South Cave,,,,,,
York,York and West Riding,York Minster Prebends,,South Newbald,,,,,,
York,York and West Riding,York Minster Prebends,,Stillington,,,,,,
York,York and West Riding,York Minster Prebends,,Strensall,,,,,,
York,York and West Riding,York Minster Prebends,,Thockrington,,,,,,
York,York and West Riding,York Minster Prebends,,Topcliffe and Weston,,,,,,
York,York and West Riding,York Minster Prebends,,Ulleskelf,,,,,,
York,York and West Riding,York Minster Prebends,,Warthill,,,,,,
York,York and West Riding,York Minster Prebends,,Weaverthorpe,,,,,,
York,York and West Riding,York Minster Prebends,,Wetwang,,,,,,
York,York and West Riding,York Minster Prebends,,Wistow,,,,,,
York,York and West Riding,York Minster Prebends,,York St Laurence,,,,,,
York,York and West Riding,York Minster Prebends,,York St Mar & Holy A,,,,,,
