New Folio No. ,Entry No.,Entry Part,Person - Title,Person - First name,Person - Last Name - Prefix,Person - Last Name - as written,Person -  Qualification,Person - further description,Person - place of residence - as written,Role - role in entry,Role - associated place - as written,Role - associated place - type,Occupation 1  - employment,Status 1  - office,Status 1 - associated place - as written,Status 1 - associated place - standard,Status 1 - associated place - type,Status 2 - office,Status 2 - associated place - as written,Status 2 - associated place - type,Status 3 - office,Status 3 - Place - as written,Status 3 - Place - Type,Status 4,Status 4 - place - as written,Status 4 - place - type,Status 5,Status 5 - place - as written,Status 5 - place - type,Status 6,Status 6 - place - as written,Status 6 - place - type
1,5,,,,,,,,,addressees,,,,chapter,beati Petri Ebor',,cathdral church,,,,,,,,,,,,,,,
1,5,,Sir,Simon,de,[Langham ],,,,subject of admission,,,,cardinal-bishop,Penestren',"Palestrina, Italy",diocese,cardinal,,,,,,,,,,,,,,
1,5,,,Peter,,[Gomez de Albornoz ],,,,former office holder,,,,cardinal-priest,Sancti Praxidis,"Santa Prassede, Rome, Italy",titular church,cardinal,,,,,,,,,,,,,,
1,6,,,Alexander,,[Neville],,,,sender,,,,archbishop,Ebor',,archdiocese,,,,,,,,,,,,,,,
1,6,,,,,,,,,addressees,,,,chapter,Ryponis,,collegiate church,,,,,,,,,,,,,,,
1,6,,Sir,John,de,Alhalugate,,,,subject of inquiry,,,,vicar,Monketon',,prebend,,,,,,,,,,,,,,,
1,6,,Sir,Robert,,Basthane/Basthave,,,,subject of inquiry,,,,vicar,Monketon',,prebend,,,,,,,,,,,,,,,
1,6,,Sir,John,de,Walkyngham,,,,subject of inquiry,,,,vicar,Monketon',,prebend,,,,,,,,,,,,,,,
1,6,,Sir,John,de,Clynt,,senior,,subject of inquiry,,,,vicar,Monketon',,prebend,,,,,,,,,,,,,,,
1,6,,,William,,Lynton',,,,,,,,archbishop's clerk,,,,,,,,,,,,,,,,,,
1,7,,,Alexander,,[Neville],,,,sender,,,,archbishop,Ebor',,archdiocese,,,,,,,,,,,,,,,
1,7,,Sir,Geoffrey,,Barewe,,,,addressee,,,,vicar,?,,?,,,,,,,,,,,,,,,
2,8,,,Alexander,,[Neville],,,,sender,,,,archbishop,Ebor',,archdiocese,,,,,,,,,,,,,,,
2,8,,,,,,,,,addressees,,,,chapter,Ebor',,cathedral church,,,,,,,,,,,,,,,
2,8,,,John,de,Thoresby,,,,grantor of tax,,,,former archbishop,[York],,archdiocese,,,,,,,,,,,,,,,
2,8,,,Edward III,,,,,,requester of tax,,,,king,Angl',,country,,,,,,,,,,,,,,,
2,8,,,Edward III,,,,,,requester of tax,,,,king,Francie,,country,,,,,,,,,,,,,,,
2,8,,,,,,,,,tax collectors,,,,abbot,beate Marie Ebor',,monastery,,,,,,,,,,,,,,,
2,8,,,,,,,,,tax collectors,,,,convent,beate Marie Ebor',,monastery,,,,,,,,,,,,,,,
2,9,,,Alexander,,[Neville],,,,sender,,,,[archbishop],[York],,archdiocese,,,,,,,,,,,,,,,
2,9,,Master,Roger,de,Pykeryng',,,,addressee,,,,notary,[York],,archdiocese,warden,"beate marie magdalene, Rypon'",hospital,,,,,,,,,,,,
2,10,,,Alexander,,[Neville],,,,sender,,,,[archbishop],[York],,archdiocese,,,,,,,,,,,,,,,
2,10,,Master,Simon,de,Multon',Doctor of Laws,,,addressee,,,,canon,Eton',,canonry (Southwell),,,,,,,,,,,,,,,
2,10,,Master,Simon,de,Multon',Doctor of Laws,,,addressee,,,,prebendary,Eton',,prebend (Southwell),,,,,,,,,,,,,,,
2,10,,Sir,Robert,de,Cressewell,,,,former office holder,,,,,,,,,,,,,,,,,,,,,,
2,10,,,Thomas,de,Multon',,,,proctor of addressee,,,,clerk,,,,,,,,,,,,,,,,,,
2,11,,,Alexander,,[Neville],,,,sender,,,,[archbishop],[York],,archdiocese,,,,,,,,,,,,,,,
2,11,,Master,Simon,de,Multon',Doctor of Laws,,,new canon and prebendary,,,,canon,Eton',,canonry,,,,,,,,,,,,,,,
2,11,,Master,Simon,de,Multon',Doctor of Laws,,,new canon and prebendary,,,,prebendary,Eton',,prebend,,,,,,,,,,,,,,,
2,11,,,Alexander,,[Neville],,,,sender,,,,[archbishop],[York],,archdiocese,,,,,,,,,,,,,,,
2,12,,,Alexander,,[Neville],,,,sender,,,,archbishop,Ebor',,archdiocese,,,,,,,,,,,,,,,
2,12,,,,,,,,,addressees,,,,chapter,beati petri Ebor',,cathedral church,,,,,,,,,,,,,,,
2,12,,,,,,,,,addressee,,,,dean,beati petri Ebor',,cathedral church,,,,,,,,,,,,,,,
2,12,,,Gregory XI,,,,,,,,,,Pope,,,,,,,,,,,,,,,,,,
2,12,,Master,John,de,Clifford,Licentiate in Laws,,,subject of admission,,,,treasurer,beati petri Ebor',,cathedral church,,,,,,,,,,,,,,,
2,12,,Master,John,,Brankentr',,,,former office holder,,,,treasurer,beati petri Ebor',,cathedral church,,,,,,,,,,,,,,,
2,13,,,Alexander,,[Neville],,,,sender,,,,[archbishop],[York],,archdiocese,,,,,,,,,,,,,,,
2,13,,,,,,,,,addressees,,,,chapter,Ebor',,cathedral church,,,,,,,,,,,,,,,
2,13,,,,,,,,,addressee,,,,dean,Ebor',,cathedral church,,,,,,,,,,,,,,,
2,13,,,Gregory XI,,,,,,,,,,Pope,,,,,,,,,,,,,,,,,,
2,13,,Master,Thomas,de,Brandon,Licentiate in Laws,,,subject of admission,,,,canon,Bole,,canonry,,,,,,,,,,,,,,,
2,13,,Master,Thomas,de,Brandon,Licentiate in Laws,,,subject of admission,,,,prebendary,Bole,,prebend,,,,,,,,,,,,,,,
2,13,,Master,Simon,de,Multon,,,,former office holder,,,,,,,,,,,,,,,,,,,,,,
2,14,,,Thomas,de,Britton,,,,sender,,,,canon,Wellens',,diocese,vicar-general,,,,,,,,,,,,,,
2,14,,,John,,[Thoresby?],,,,sender,,,,archbishop,Ebor',,archdiocese,,,,,,,,,,,,,,,
2,14,,,Roger,[de],[Pont L'Eveque],,,,former archbishop,,,,archbishop,Ebor',,archdiocese,,,,,,,,,,,,,,,
2,14,,,Sewal,[de],[Bovil],,,,former archbishop,,,,archbishop,Ebor',,archdiocese,,,,,,,,,,,,,,,
2,14,,,Roger,[de],[Pont L'Eveque],,,,sender,,,,archbishop,Ebor',,archdiocese,,,,,,,,,,,,,,,
2,14,,,,,,,,,addressees,,,,chapter,Ebor',,archdiocese,,,,,,,,,,,,,,,
2,14,,,,,,,,,addressee,,,,dean,Ebor',,archdiocese,,,,,,,,,,,,,,,
2,14,,,Roger,[de],[Pont L'Eveque],,,,patron,Otteley,"church, moiety",,archbishop,Ebor',,,,,,,,,,,,,,,,,
2,14,,,Roger,[de],[Pont L'Eveque],,,,patron,Evertona,church,,archbishop,Ebor',,,,,,,,,,,,,,,,,
2,14,,,Roger,[de],[Pont L'Eveque],,,,patron,Suttona,church,,archbishop,Ebor',,,,,,,,,,,,,,,,,
2,14,,,Roger,[de],[Pont L'Eveque],,,,patron,Scroby,chapel,,archbishop,Ebor',,,,,,,,,,,,,,,,,
2,14,,,Roger,[de],[Pont L'Eveque],,,,patron,Haytona,church,,archbishop,Ebor',,,,,,,,,,,,,,,,,
2,14,,,Roger,[de],[Pont L'Eveque],,,,patron,Claverburgh,church,,archbishop,Ebor',,,,,,,,,,,,,,,,,
2,14,,,Richard,de,Morevilla,,,,patron,Colyngham,church,,,,,,,,,,,,,,,,,,,,
2,14,,,Richard,de,Morevilla,,,,patron,Berdesey,church,,,,,,,,,,,,,,,,,,,,
2,14,,,William,,Scotti,,,,patron,Claverley,church,,,,,,,,,,,,,,,,,,,,
2,14,,,William,,Paynel,,,,patron,Hotona,church,,,,,,,,,,,,,,,,,,,,
2,14,,,Avice,de,Rumillum,,,,patron,Harwode,church,,,,,,,,,,,,,,,,,,,,
2,14,,,Adam,de,Brus,,,,patron,Thorp,church,,,,,,,,,,,,,,,,,,,,
2,14,,,Ivetta,de,Archess,,,,patron,Thorp,church,,,,,,,,,,,,,,,,,,,,
2,14,,,Robert,,,,,,witness,,,,dean,,,,,,,,,,,,,,,,,,
2,14,,,[illegible name],,,,,,witness,,,,precentor,,,,,,,,,,,,,,,,,,
2,14,,Master,Wydone/Guy?,,,,,,witness,,,,archdeacon,,,,,,,,,,,,,,,,,,
2,14,,Master,Radulpho,,,,,,witness,,,,archdeacon,,,,,,,,,,,,,,,,,,
2,14,,,John,,,,,,witness,,,,archdeacon,,,,,,,,,,,,,,,,,,
2,14,,,William,,,,,,witness,,,,archdeacon,,,,,,,,,,,,,,,,,,
2,14,,,Jerome?,,,,,,witness,,,,archdeacon,,,,,,,,,,,,,,,,,,
2,14,,,Gilbert,,,,,,witness,,,,abbot,Selby,,,,,,,,,,,,,,,,,
2,14,,,Robert,,,,,,witness,,,,provost,Beverlaci,,,,,,,,,,,,,,,,,
2,14,,,Alan,,,,,,witness,,,,canon,,,,,,,,,,,,,,,,,,
2,14,,Master,Maynardo,,Stephano,,,,witness,,,,canon,,,,,,,,,,,,,,,,,,
2,14,,,Gerold,,,,,,witness,,,,,,,,,,,,,,,,,,,,,,
2,14,,,Thomas,,,,,,witness,,,,,,,,,,,,,,,,,,,,,,
2,14,,,Paul,,,,,,witness,,,,,,,,,,,,,,,,,,,,,,
2,14,,,Adam,de,Thorn,,,,witness,,,,,,,,,,,,,,,,,,,,,,
2,14,,,William,de,Tollemire,,,,witness,,,,,,,,,,,,,,,,,,,,,,
2,14,,,Reginald,,Arundel,,,,witness,,,,,,,,,,,,,,,,,,,,,,
2,14,,Master,Roger,,,,,,witness,,,,doctor (medicus),,,,,,,,,,,,,,,,,,
2,14,,,William,,,,son of Bartholomew canon of York,,witness,,,,,,,,,,,,,,,,,,,,,,
2,14,,Master,Miles,,,,,,witness,,,,,,,,,,,,,,,,,,,,,,
2,14,,Master,Alan,de,Pykeryng,,,,witness,,,,,,,,,,,,,,,,,,,,,,
2,14,,,William,de,Godelyng',,,,witness,,,,,,,,,,,,,,,,,,,,,,
2,14,,,Radulpho,de,Wygetoft,,,,witness,,,,,,,,,,,,,,,,,,,,,,
2,14,,,Sewal,[de],[Bovil],,,,sender,,,,archbishop,Ebor',,,,,,,,,,,,,,,,,
2,14,,Master,Gilbert,de,Tywa,,,,,,,,sacrist,beate Marie virginis & angelorum,,chapel,,,,,,,,,,,,,,,
2,14,,,Thomas,de,Aldefeld,,,,notary,,,,clerk,,,,,,,,,,,,,,,,,,
3,15,,,Thomas,de,Aldefeld,,,,notary,,,,clerk,Ebor',,diocese,,,,,,,,,,,,,,,
3,15,,Master,Adam,de,Ebor',,,,witness,,,,canon,beate Marie & sanctorum angelorum,,chapel,,,,,,,,,,,,,,,
3,15,,,William,de,Lynton',,,,witness,,,,clerk,Ebor'/Karliolen',,dioceses,,,,,,,,,,,,,,,
3,15,,,Richard,de,Crosby,,,,witness,,,,clerk,Ebor'/Karliolen',,dioceses,,,,,,,,,,,,,,,
3,15,,Master,Nicholas,de,Burton,,,,witness,,,,canon,beate Marie & sanctorum angelorum,,chapel,,,,,,,,,,,,,,,
3,15,,Sir,John,,Mason',,,,witness,,,,chaplain,,,,,,,,,,,,,,,,,,
3,16,,Sir,Henry,de,Ingelby,,,,testator,,,,prebendary,Southcave,,prebend in cathedral church of York,prebendary,Castre,prebend in cathedral church of Lincoln,prebendary,Oxton,prebend in collegiate church of Southwell,prebendary,Crophill,prebend in collegiate church of Southwell,prebendary,,prebend in collegiate church of Derlington,rector,Halghton Dunelm' dioc',parish church
3,16,,,Thomas,de,Ingilby,,  ,  ,soul to be prayed for,,,,,,,,,,,,,,,,,,,,,,
3,16,,,Edelina,,,,testator's mother,,soul to be prayed for,,,,,,,,,,,,,,,,,,,,,,
3,16,,Sir,John,de,Ingilby,,,,soul to be prayed for,,,,,,,,,,,,,,,,,,,,,,
3,16,,Sir,David,de,Wollour,,,,soul to be prayed for,,,,,,,,,,,,,,,,,,,,,,
3,16,,Sir,William,de,Dalton,,,,soul to be prayed for,,,,,,,,,,,,,,,,,,,,,,
3,16,,Sir,William,de,Benham,,,,soul to be prayed for,,,,,,,,,,,,,,,,,,,,,,
3,16,,,[Edward III],,,,,,health to be prayed for,,,,king,,,,,,,,,,,,,,,,,,
3,16,,,[Edward III],,,,,,soul to be prayed for,,,,king,,,,,,,,,,,,,,,,,,
3,16,,,,,,,,,legatees,,,,abbot and convent,Rievall',Rievaulx,monastery,,,,,,,,,,,,,,,
3,16,,,,,,,,,legatees,,,,prior and convent,Gisburne,,monastery,,,,,,,,,,,,,,,
3,16,,,,,,,,,legatees,,,,abbot and convent,Jerovall',Jervaux,monastery,,,,,,,,,,,,,,,
3,16,,,,,,,,,legatees,,,,prioress and convent,Nuncoton',,monastery,,,,,,,,,,,,,,,
3,16,,,,,,,,,legatees,,,,prioress and convent,Neteham,,monastery,,,,,,,,,,,,,,,
3,16,,Brother,Hugh,de,Karliolo,,,,legatees,,,,,,,,,,,,,,,,,,,,,,
3,16,,,Thomas,de,Ellerbek',,,,legatees,,,,monk,Ebor',,,,,,,,,,,,,,,,,
3,16,,,,,,,,,legatees,,,,mendicant friars,Ebor',,,,,,,,,,,,,,,,,
3,16,,,,,,,,,legatees,,,,chapter,Ebor',,,,,,,,,,,,,,,,,
3,16,,Master,Thomas,de,Nevill',,,,former owner of item bequeathed,,,,,,,,,,,,,,,,,,,,,,
3,16,,Master,John,de,Waltham,,,,residuary legatee,,,,canon,Ebor',,,,,,,,,,,,,,,,,
3,16,,Master,John,de,Norton,,,,residuary legatee,,,,curate,Ebor',,,advocate,,,,,,,,,,,,,,
3,16,,Master,John,de,Waltham,,,,executor,,,,,,,,,,,,,,,,,,,,,,
3,16,,Master,John,de,Norton,,,,executor,,,,,,,,,,,,,,,,,,,,,,
3,16,,Sir,John,de,Waddesworth,,,,executor,,,,rector,Brytteby,,church,,,,,,,,,,,,,,,
3,16,,,John,de,Hayton,,,,executor,,,,,,,,,,,,,,,,,,,,,,
3,16,,,Thomas,atte,Garth,,,,executor,,,,,,,,,,,,,,,,,,,,,,
3,16,,,Andrew,de,Stok',,,,executor,,,,,,,,,,,,,,,,,,,,,,
3,16,,Sir,Robert,,,,,,witness,,,,rector,"Wynston, Dunelm' dioc'",,church,,,,,,,,,,,,,,,
3,16,,Sir,Richard,de,Clowdesdal',,,,witness,,,,vicar-choral,Ebor',,,,,,,,,,,,,,,,,
3,16,,Sir,Richard,,Oliver,,,,witness,,,,chaplain,,,,,,,,,,,,,,,,,,
3,16,,,Hugh,de,Blakeston,,,,witness,,,,,,,,,,,,,,,,,,,,,,
3,16,,,William,de,Cliveland,,,,witness,,,,,,,,,,,,,,,,,,,,,,
3,16,,,William,,Baldyng',,,,witness,,,,cook,,,,,,,,,,,,,,,,,,
3,17,,[Sir],[Henry],[de],[Ingelby],,,,testator,,,,prebendary,Southcave,,prebend in cathedral church of York,prebendary,Castre,prebend in cathedral church of Lincoln,prebendary,Oxton,prebend in collegiate church of Southwell,prebendary,Crophill,prebend in collegiate church of Southwell,prebendary,,prebend in collegiate church of Derlington,rector,Halghton Dunelm' dioc',parish church
3,17,,Master,John,de,Waltham,,,,executors granted probate,,,,,,,,,,,,,,,,,,,,,,
3,17,,Master,John,de,Norton,,,,executors granted probate,,,,,,,,,,,,,,,,,,,,,,
3,17,,Sir,John,de,Wadd',,,,executors granted probate,,,,,,,,,,,,,,,,,,,,,,
3,17,,,John,de,Hayton,,,,executors granted probate,,,,,,,,,,,,,,,,,,,,,,
3,17,,,Alexander,[de],[Neville],,,,probate granted before,,,,archbishop,Ebor',,archdiocese,,,,,,,,,,,,,,,
3,18,,,Alexander,,[Neville],,,,sender,,,,archbishop,Ebor',,archdiocese,,,,,,,,,,,,,,,
3,18,,,,,,,,,addressee,,,,keeper of spiritualities ,Snayth,,peculiar,,,,,,,,,,,,,,,
3,19,,,Alexander,,[Neville],,,,sender,,,,[archbishop],[York],,archdiocese,,,,,,,,,,,,,,,
3,19,,Master,Walter,de,Skirlawe,,,,addressee,,,,archdeacon,Estriding',,archdeaconry,,,,,,,,,,,,,,,
3,19,,Sir,Geoffrey,,Berowe,,,,subject of exchange,,,,vicar,beati Johannis Beverl',,collegiate church,,,,,,,,,,,,,,,
3,19,,Sir,Robert,de,Louthorp,,,,subject of exchange,,,,altar vicar/altarista,beate Marie,,"collegiate church, altar",,,,,,,,,,,,,,,
3,20,,,,,,,,,sender,,,,,,,,,,,,,,,,,,,,,,
3,20,,,,,,,,,addressee,,,,,,,,,,,,,,,,,,,,,,
3,20,,Sir,John,de,Bondegate,,,,accused of sins of the flesh,,,,vicar,Ripon',,church,,,,,,,,,,,,,,,
3,20,,,Joan,,Burdon ,,,of Ripon',accused of sins of the flesh,,,,,,,,,,,,,,,,,,,,,,
4,21,,,,,,,,,sender,,,,,,,,,,,,,,,,,,,,,,
4,21,,,,,,,,,addressee,,,,,,,,,,,,,,,,,,,,,,
4,21,,,Alexander,,[Neville],,,,present,,,,archbishop,Ebor',,archdiocese,,,,,,,,,,,,,,,
4,21,,Sir,John,,Clynt,,junior,,made confession,,,,vicar-choral,Ripon',,collegiate church,,,,,,,,,,,,,,,
4,22,,,,,,,,,sender,,,,,,,,,,,,,,,,,,,,,,
4,22,,,,,,,,,addressee,,,,,,,,,,,,,,,,,,,,,,
4,22,,Master,Walter,de,Skirlawe,,,,proctor (of archbishop),,,,,,,,,,,,,,,,,,,,,,
4,22,,,Thomas,de,Kirkton',,,,proctor (of court),,,,clerk,,,,,,,,,,,,,,,,,,
4,22,,Sir,John,de,Clune,,,,witness,,,,,,,,,,,,,,,,,,,,,,
4,22,,,Adam,de,Akum,,,,witness,,,,rector,Kirkby Randnes,,church,rector,Wlache,church,rector,Esshe,church (Ebor' and Ruffen' dioc'),,,,,,,,,
4,22,,Master,Roger,,Pikering',,,,witness,,,,notary,,,,,,,,,,,,,,,,,,
4,23,,,Alexander,,[Neville],,,,sender,,,,archbishop,[York],,,,,,,,,,,,,,,,,
4,23,,,Gregory XI,,,,,,promoter,,,,Pope,,,,,,,,,,,,,,,,,,
4,23,,Master,Thomas,de,Farnylawe,Master of Theology,,,provisor,,,,canon and prebendary,Bolem',,,,,,,,,,,,,,,,,
4,23,,Master,Simon,de,Multon',,,,former canon and prebendary (deceased),,,,canon and prebendary,Bolem',,,,,,,,,,,,,,,,,
4,24,,,Alexander,,[Neville],,,,sender,,,,archbishop,Ebor',,archdiocese,,,,,,,,,,,,,,,
4,24,,,William,,[Reade],,,,addressee,,,,bishop,Cicestr',,diocese,,,,,,,,,,,,,,,
4,24,,Sir,John,de,Fordham,,,,subject of exchange,,,,canon,Ebor',,metropolitan church,prebendary,Northneubald,prebend,,,,,,,,,,,,
4,24,,Sir,Henry,de,Snayth,,,,subject of exchange,,,,canon,Cicestr' & Meneven'???,,church,canon,Menevens',church,prebendary,Hanefeld,prebend,prebendary,Martr',prebend (Meneven' church),,,,,,
4,24,,,Edward III,,,,,,requests exchange,,,,king,,,,,,,,,,,,,,,,,,
4,24,,,[Adam],,[Houghton],,,,agreeing to exchange?,,,,bishop,Menevens',,diocese,,,,,,,,,,,,,,,
4,25,,,Alexander,,[Neville],,,,sender,,,,[archbishop],[York],,,,,,,,,,,,,,,,,
4,25,,,,,,,,,addressee,,,,prior,Hextildesham,,,,,,,,,,,,,,,,,
4,25,,Master,Richard,de,Tynmouth,Sacre Theologiae Professor,,,informant on behalf of Austin friars,,,,,,,,,,,,,,,,,,,,,,
4,25,,Brother,Richard,,Vaux,,,,apostate,,,,brother,,,,,,,,,,,,,,,,,,
4,26,,,William,,[Reade],,,,sender,,,,bishop,Cicestren',,diocese,,,,,,,,,,,,,,,
4,26,,,Alexander,,[Neville],,,,addressee,,,,archbishop,Ebor',,archdiocese,,,,,,,,,,,,,,,
4,26,,,Alexander,,[Neville],,,,sender,,,,archbishop,Ebor',,archdiocese,,,,,,,,,,,,,,,
4,26,,,William,,[Reade],,,,addressee,,,,bishop,Cicestren',,diocese,,,,,,,,,,,,,,,
4,26,,Sir,John,de,Fordham,,,,subject of exchange,,,,prebendary,Northneubald,,prebend,,,,,,,,,,,,,,,
4,26,,,[Adam],,[Houghton],,,,agreeing to exchange,,,,bishop,Meneven',,diocese,,,,,,,,,,,,,,,
4,26,,Sir,Henry,de,[Snayth],,,,subject of exchange,,,,,,,,,,,,,,,,,,,,,,
4,27,,,Alexander,,[Neville],,,,sender,,,,archbishop,[York],,archdiocese,,,,,,,,,,,,,,,
4,27,,,,,,,,,addressees,,,,chapter,Ebor',,cathedral church,,,,,,,,,,,,,,,
4,27,,,,,,,,,addressee,,,,dean,Ebor',,cathedral church,,,,,,,,,,,,,,,
4,27,,Sir,Henry,de,Snayth,,,,exchanged from,,,,former canon,Cicistr',,church,canon,Meneven',church,prebendary,Honeland,prebend (Cicestr' church),prebendary,Martre,prebend (Meneven' church),,,,,,
4,27,,Sir,Henry,de,Snayth,,,,exchanged to,,,,canon,Northnewbald,,,prebendary,Northneubald,prebend,,,,,,,,,,,,
4,27,,Sir,John,de,Fordham,,,,resigned from,,,,canon,Northnewbald,,,prebendary,Northneubald,prebend,,,,,,,,,,,,
4,28,,,Alexander,,[Neville],,,,sender,,,,[archbishop],[York],,archdiocese,,,,,,,,,,,,,,,
4,28,,,,,,,,,addressees,,,,chapter,Ebor',,cathedral church,,,,,,,,,,,,,,,
4,28,,,,,,,,,addressee,,,,dean,Ebor',,cathedral church,,,,,,,,,,,,,,,
4,28,,,Gregory XI,,,,,,,,,,Pope,,,,,,,,,,,,,,,,,,
4,28,,,Guy,[de],[Maillesec],,,,new canon,,,,cardinal-priest,Sancte Crucis,S. Crux in Jerusalem,titular church,prebendary,[Stillington],prebend,,,,,,,,,,,,
4,28,,,Henry,,[Wakefield],,,,former canon,,,,bishop,Wygorn',,diocese,,,,,,,,,,,,,,,
4,28,,Master,William,de,Danby,,,,proctor of new canon,,,,rector,Beneston'/Beveston',,[church],,,,,,,,,,,,,,,
4,29,,,Alexander,,[Neville],,,,sender,,,,[archbishop],[York],,archdiocese,,,,,,,,,,,,,,,
4,29,,Sir,Richard,de,Chestrefeld,,,,addressee,,,,canon,Suthwell,,collegiate church,"keeper, sequestrated goods",Norwell als Palrshall,prebend,,,,,,,,,,,,
4,29,,Sir,William,,Gunthorp,,,,,,,,,,,,,,,,,,,,,,,,,,
4,29,,Master,Radulphum,de,Seterigdon',,,,,,,,prebendary,Norwell als Palrshall,,prebend,,,,,,,,,,,,,,,
4,30,,,,,,,,,senders,,,,chapter,"beati Petri, Ebor'",,church,,,,,,,,,,,,,,,
4,30,,,,,,,,,senders,,,,dean,"beati Petri, Ebor'",,church,,,,,,,,,,,,,,,
4,30,,,Alexander,,[Neville],,,,addressee,,,,archbishop,[York],,diocese,,,,,,,,,,,,,,,
4,30,,,Alexander,,[Neville],,,,sender,,,,archbishop,[York],,diocese,,,,,,,,,,,,,,,
4,30,,,,,,,,,addressees,,,,chapter,"beati Petri, Ebor'",,church,,,,,,,,,,,,,,,
4,30,,,,,,,,,addressee,,,,dean,"beati Petri, Ebor'",,church,,,,,,,,,,,,,,,
4,30,,,,,,,,,,,,,dean,Ebor',,church,prebendary,Wystowe,prebend,,,,,,,,,,,,
4,30,,,,,,,,,,,,,prior,Hextildesham,,priory,,,,,,,,,,,,,,,
4,30,,,,,,,,,,,,,prior,Sancti Oswaldi de Nostell,,priory,,,,,,,,,,,,,,,
5,31,,,Alexander,,[Neville],,,,sender,,,,[archbishop],[York],,diocese,,,,,,,,,,,,,,,
5,31,,,,,,,,,addressee,,,,"Official, archbishop's",Ebor',,court,,,,,,,,,,,,,,,
5,31,,,,,,,,,addressee (alternative),,,,Commissary general,[York],,court,,,,,,,,,,,,,,,
5,31,,,[Edward III],,,,,,subject of prayers,,,,king,,,,,,,,,,,,,,,,,,
5,32,,,[Alexander],,[Neville],,,,sender,,,,[archbishop],[York],,diocese,,,,,,,,,,,,,,,
