New Folio No. and Face,Position in volume,Format,Language,Entry No.,Entry Part,Section - Type,Printed,Document Notes,Editors' Notes,Condition - Conservation Survey,Subject - Main heading 1,Subject - Sub-heading 1,Subject - Sub-sub-heading 1,Subject - Main heading 2,Subject - Sub-heading 2,Subject - Sub-sub-heading 2,Subject - Main heading 3,Subject - Sub-heading 3,Subject - Sub-sub-heading 3,Subject - Main heading 4,Subject - Sub-heading 4,Subject - Sub-sub-heading 4
6 r - 6 r,,Parchment,Latin,38,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Admissions,canon and prebendary,,,,,,,,,
6 r - 6 r,,Parchment,Latin,39,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Exchanges,prebendary,,,,,,,,,
6 r - 6 r,,Parchment,Latin,40,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Exchanges,,,,,,,,,,
6 v - 6 v,,Parchment,Latin,41,,Cathedral Chapter;Collegiate Chapter,,,,,"Sins, correction and forgiveness",Purgations,,"Sins, correction and forgiveness",Sins of flesh,,,,,,,
6 v - 6 v,,Parchment,Latin,42,,Cathedral Chapter;Collegiate Chapter,,,,,Taxation,Clerical taxation,"tenths, 1378, York province",,,,,,,,,
6 v - 7r,,Parchment,Latin,43,,Cathedral Chapter;Collegiate Chapter,,,,,Benefices,Sequestration,relaxation of,,,,,,,,,
7 r - 7 r,,Parchment,Latin,44,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Admissions,"canon, prebendary and sacrist",,,,,,,,,
7 r - 7 r,,Parchment,Latin,45,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Inductions,"canon, prebendary and sacrist",,,,,,,,,
7 r - 7 r,,Parchment,Latin,46,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Collations,prebendary,,,,,,,,,
7 r - 7 r,,Parchment,Latin,47,,Cathedral Chapter;Collegiate Chapter,,mandate,,,Benefice and office holding,Inductions,prebendary,,,,,,,,,
7 r - 7 r,,Parchment,Latin,48,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Collations,prebendary,,,,,,,,,
7 r - 7 r,,Parchment,Latin,49,,Cathedral Chapter;Collegiate Chapter,,mandate,,,Benefice and office holding,Inductions,prebendary,,,,,,,,,
7 r - 7 r,,Parchment,Latin,50,,Cathedral Chapter;Collegiate Chapter,,indenture rel to,,,"Income, Revenues and Profits",Rents,,,,,,,,,,
7 r - 7 v,,Parchment,Latin,51,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Admissions,canon and prebendary,,,,,,,,,
7 v - 7 v,,Parchment,Latin,52,,Cathedral Chapter;Collegiate Chapter,,,,,Taxation,Clerical taxation,"subsidies,  clerical poll tax, 1379, York province",,,,,,,,,
7 v - 7 v,,Parchment,Latin,53,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Admissions,canon and prebendary,,,,,,,,,
7 v - 7 v,,Parchment,Latin,54,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Collations,canon and prebendary,Benefice and office holding,Conferrals,canon and prebendary,,,,,,
7 v - 7 v,,Parchment,Latin,55,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Inductions,canon and prebendary,,,,,,,,,
8 r - 9 r,,Parchment,Latin,56,,Cathedral Chapter;Collegiate Chapter,,,,Obscured text - damage,Benefices,Ordinances,chantry,,,,,,,,,
9 r - 9 r,,Parchment,Latin,57,,Cathedral Chapter;Collegiate Chapter,,by biretta,,,Benefice and office holding,Collations,precentor,,,,,,,,,
9 r - 9 r,,Parchment,Latin,58,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Inductions,precentor,,,,,,,,,
9 v - 9 v,,Parchment,Latin,59,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Collations,precentor,,,,,,,,,
9 v - 9 v,,Parchment,Latin,60,,Cathedral Chapter;Collegiate Chapter,,mandate,,,Benefice and office holding,Inductions,precentor,,,,,,,,,
9 v - 9 v,,Parchment,Latin,61,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Collations,archdeacon,,,,,,,,,
9 v - 9 v,,Parchment,Latin,62,,Cathedral Chapter;Collegiate Chapter,,mandate,,,Benefice and office holding,Inductions,archdeacon,,,,,,,,,
9 v - 9 v,,Parchment,Latin,63,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Admissions,prebendary,,,,,,,,,
9 v - 9 v,,Parchment,Latin,64,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Admissions,prebendary,,,,,,,,,
9 v - 9 v,,Parchment,Latin,65,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Inductions,prebendary,,,,,,,,,
9 v - 9 v,,Parchment,Latin,66,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Collations,chancellor,,,,,,,,,
9 v - 9 v,,Parchment,Latin,67,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Admissions,prebendary,,,,,,,,,
9 v - 9 v,,Parchment,Latin,68,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Oaths of obedience,vicars,Benefice and office holding,Oaths of obedience,vicars choral,,,,,,
9 v - 9 v,,Parchment,Latin,69,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Admissions,prebendary,,,,,,,,,
10 r - 10 r,,Parchment,Latin,70,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Inductions,canon and prebendary,,,,,,,,,
10 r - 10 r,,Parchment,Latin,71,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Admissions,canon and prebendary,,,,,,,,,
10 r - 10 r,,Parchment,Latin,72,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Admissions,canon and prebendary,,,,,,,,,
10 r - 10 r,,Parchment,Latin,73,,Cathedral Chapter;Collegiate Chapter,,by biretta,,,Benefice and office holding,Collations,canon and prebendary,,,,,,,,,
10 r - 10 r,,Parchment,Latin,74,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Collations,canon and prebendary,,,,,,,,,
10 r - 10 r,,Parchment,Latin,75,,Cathedral Chapter;Collegiate Chapter,,vacated entry,,,Benefice and office holding,Collations,canon and prebendary,,,,,,,,,
10 r - 10 r,,Parchment,Latin,76,,Cathedral Chapter;Collegiate Chapter,,"mandate, vacated entry",,,Benefice and office holding,Inductions,canon and prebendary,,,,,,,,,
10 r - 10 r,,Parchment,Latin,77,,Cathedral Chapter;Collegiate Chapter,,vacated entry,,,Benefice and office holding,Collations,canon and prebendary,,,,,,,,,
10 r - 10 r,,Parchment,Latin,78,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Collations,canon and prebendary,,,,,,,,,
10 r - 10 r,,Parchment,Latin,79,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Collations,canon and prebendary,,,,,,,,,
10 r - 10 r,,Parchment,Latin,80,,Cathedral Chapter;Collegiate Chapter,,mandate,,,Benefice and office holding,Inductions,canon and prebendary,,,,,,,,,
10 v - 10 v,,Parchment,Latin,81,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Admissions,canon and prebendary,,,,,,,,,
10 v - 10 v,,Parchment,Latin,82,,Cathedral Chapter;Collegiate Chapter,,,,,Taxation,Clerical taxation,"subsidies, clerical poll tax, 1381, York province",,,,,,,,,
10 v - 10 v,,Parchment,Latin,83,,Cathedral Chapter;Collegiate Chapter,,,,,Visitation,Visitations,forewarning of,,,,,,,,,
11 r - 11 r,,Parchment,Latin,84,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
11 r - 11 r,,Parchment,Latin,85,,Cathedral Chapter;Collegiate Chapter,,,,,Benefices,Appropriations,churches,Poverty,Religious houses,,,,,,,
11 r - 11 r,,Parchment,Latin,86,,Cathedral Chapter;Collegiate Chapter,,,,,"Occupations, offices and status",Commissary,,Benefices,Appropriations,churches,Religious houses,Carthusians,,,,
11 r - 11 r,,Parchment,Latin,87,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Collations,canon and prebendary,,,,,,,,,
11 v - 11 v,,Parchment,Latin,88,,Cathedral Chapter;Collegiate Chapter,,,,,"Courts, Ecclesiastical",Probate,testament,,,,,,,,,
11 v - 11 v,,Parchment,Latin,89,,Cathedral Chapter;Collegiate Chapter,,,,,"Finance, Money, Accounts and accounting",Acquittances,executors,,,,,,,,,
11 v - 11 v,,Parchment,Latin,90,,Cathedral Chapter;Collegiate Chapter,,,,,"Courts, Ecclesiastical",Testament,,,,,,,,,,
11 v - 11 v,,Parchment,Latin,91,,Cathedral Chapter;Collegiate Chapter,,,,,"Courts, Ecclesiastical",Testament,,,,,,,,,,
11 v - 11 v,,Parchment,Latin,92,,Cathedral Chapter;Collegiate Chapter,,,,,"Courts, Ecclesiastical",Probate,testament,,,,,,,,,
11 v - 11 v,,Parchment,Latin,93,,Cathedral Chapter;Collegiate Chapter,,by biretta,,,Benefice and office holding,Collations,altar vicar,,,,,,,,,
11 v - 11 v,,Parchment,Latin,94,,Cathedral Chapter;Collegiate Chapter,,mandate,,,Benefice and office holding,Inductions,altar vicar,,,,,,,,,
11 v - 11 v,,Parchment,Latin,95,,Cathedral Chapter;Collegiate Chapter,,by biretta,,,Benefice and office holding,Collations,altar vicar,,,,,,,,,
11 v - 11 v,,Parchment,Latin,96,,Cathedral Chapter;Collegiate Chapter,,mandate,,,Benefice and office holding,Inductions,altar vicar,,,,,,,,,
11A r - 11A r,folio 12 A inserted between folio 11 and folio 12,Parchment,,97,a,Cathedral Chapter;Collegiate Chapter,,,,,No subject,No subject,No subject,,,,,,,,,
11A v - 11A v,folio 12 A inserted between folio 11 and folio 12,Parchment,Latin,97,b,Cathedral Chapter;Collegiate Chapter,,,,,Taxation,Clerical taxation,"tenths, half, 1382, York province",Taxation,Clerical taxation,"tenths, half, 1383, York province",,,,,,
12 r - 12 r,,Parchment,Latin,98,,Cathedral Chapter;Collegiate Chapter,,by biretta,,,Benefice and office holding,Collations,altar vicar,,,,,,,,,
12 r - 12 r,,Parchment,Latin,99,,Cathedral Chapter;Collegiate Chapter,,mandate,,,Benefice and office holding,Inductions,altar vicar,,,,,,,,,
12 r - 12 r,,Parchment,Latin,100,,Cathedral Chapter;Collegiate Chapter,,by biretta,,,Benefice and office holding,Collations,altar vicar,,,,,,,,,
12 r - 12 r,,Parchment,Latin,101,,Cathedral Chapter;Collegiate Chapter,,mandate,,,Benefice and office holding,Inductions,altar vicar,,,,,,,,,
12 r - 12 r,,Parchment,Latin,102,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Admissions,canon and prebendary,,,,,,,,,
12 r - 12 r,,Parchment,Latin,103,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Collations,canon and prebendary,,,,,,,,,
12 r - 12 r,,Parchment,Latin,104,,Cathedral Chapter;Collegiate Chapter,,mandate,,,Benefice and office holding,Inductions,canon and prebendary,,,,,,,,,
12 r - 12 r,,Parchment,Latin,105,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Admissions,dean,,,,,,,,,
12 r - 12 r,,Parchment,Latin,106,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Inductions,canon and prebendary,,,,,,,,,
12 v - 12 v,,Parchment,Latin,107,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Admissions,prebendary,,,,,,,,,
12 v - 12 v,,Parchment,Latin,108,,Cathedral Chapter;Collegiate Chapter,,mandate,,,Benefice and office holding,Inductions,prebendary,,,,,,,,,
12 v - 12 v,,Parchment,Latin,109,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Inductions,canon,Benefice and office holding,Expectations,prebend,,,,,,
12 v - 12 v,,Parchment,Latin,110,,Cathedral Chapter;Collegiate Chapter,,,,,Benefice and office holding,Admissions,prebendary,,,,,,,,,
12 v - 12 v,,Parchment,Latin,111,,Cathedral Chapter;Collegiate Chapter,,,Note at foot in a later hand 'verte ad fol. 34',,"Courts, Ecclesiastical",Testament,,,,,,,,,,
13 r - 13 r,,Parchment,Latin,112,,Archdeaconry of York,,,,,"Occupations, offices and status",Archbishops,consecration,,,,,,,,,
13 r - 13 r,,Parchment,Latin,113,,Archdeaconry of York,,"certification o,f to Curia",,,"Occupations, offices and status",Archbishops,consecration,,,,,,,,,
13 v - 13 v,,Parchment,Latin,114,,Archdeaconry of York,,,,,"Councils, Convocations and Synods",Convocations,attendance at,,,,,,,,,
13 v - 13 v,,Parchment,Latin,115,,Archdeaconry of York,,,,,"Councils, Convocations and Synods",Convocations,to be held,,,,,,,,,
13 v - 13 v,,Parchment,Latin,116,,Archdeaconry of York,,,,,"Councils, Convocations and Synods",Convocations,to be held,,,,,,,,,
13 v - 13 v,,Parchment,Latin,117,,Archdeaconry of York,,,,,"Councils, Convocations and Synods",Convocations,to be held,,,,,,,,,
13 v - 13 v,,Parchment,Latin,118,,Archdeaconry of York,,,,,"Councils, Convocations and Synods",Convocations,attendance at,,,,,,,,,
13 v - 13 v,,Parchment,Latin,119,,Archdeaconry of York,,,,,"Councils, Convocations and Synods",Convocations,attendance at,,,,,,,,,
13 v - 13 v,,Parchment,Latin,120,,Archdeaconry of York,,,,,"Councils, Convocations and Synods",Convocations,attendance at by proctor,,,,,,,,,
13 v - 13 v,,Parchment,Latin,121,,Archdeaconry of York,,,,,Archives and manuscripts,Seals,to be handed over,,,,,,,,,
14 r - 14 r,,Parchment,Latin,122,,Archdeaconry of York,,,,Obscured text - folds,"Councils, Convocations and Synods",Convocations,attendance at by proctor,,,,,,,,,
14 r - 14 r,,Parchment,Latin,123,,Archdeaconry of York,,,,Obscured text - folds,"Occupations, offices and status",Proctor,appointment,"Councils, Convocations and Synods",Convocations,attendance at by proctor,Papacy,pall,,,,
14 r - 14 r,,Parchment,Latin,124,,Archdeaconry of York,,,,Obscured text - folds,"Occupations, offices and status",Bishop's Official,appointment,,,,,,,,,
14 r - 14 r,,Parchment,Latin,125,,Archdeaconry of York,,,,Obscured text - folds,Benefice and office holding,Institutions,vicar,,,,,,,,,
14 r - 14 r,,Parchment,Latin,126,,Archdeaconry of York,,,,Obscured text - folds,Benefice and office holding,Inductions,vicar,,,,,,,,,
14 r - 14 r,,Parchment,Latin,127,,Archdeaconry of York,,,,Obscured text - folds,"Occupations, offices and status",Receiver,appointment,,,,,,,,,
14 v - 14 v,,Parchment,Latin,128,,Archdeaconry of York,,,,Obscured text - folds,Benefices,Sequestrations,,,,,,,,,,
14 v - 14 v,,Parchment,Latin,129,,Archdeaconry of York,,,,Obscured text - folds,"Courts, Ecclesiastical",Cause,"ex officio, commission to understand and proceed in",,,,,,,,,
14 v - 14 v,,Parchment,Latin,130,,Archdeaconry of York,,,,Obscured text - folds,"Rites, Sacraments, Sacramentals, Ceremonies and equipment",Chastity,vow of,,,,,,,,,
14 v - 14 v,,Parchment,Latin,131,,Archdeaconry of York,,,,Obscured text - folds,Liturgy and worship,Masses,"licence to celebrate, fixed term ",Liturgy and worship,,"licence to celebrate, in (private) chapel",,,,,,
14 v - 14 v,,Parchment,Latin,132,,Archdeaconry of York,,,,Obscured text - folds,Archives and manuscripts,Letters dimissory,all orders,,,,,,,,,
14 v - 14 v,,Parchment,Latin,133,,Archdeaconry of York,,,,Obscured text - folds,Liturgy and worship,Masses,"licence to celebrate, in (private) chapel",,,,,,,,,
14 v - 14 v,,Parchment,Latin,134,,Archdeaconry of York,,,,Obscured text - folds,Liturgy and worship,Masses,"licence to celebrate, in (private) chapel",,,,,,,,,
15 r - 15 r,,Parchment,Latin,135,,Archdeaconry of York,,,,,Liturgy and worship,Masses,"licence to celebrate,during pleasure",Liturgy and worship,Masses,"licence to celebrate, in (private) chapel",,,,,,
15 r - 15 r,,Parchment,Latin,136,,Archdeaconry of York,,,,,"Councils, Convocations and Synods",Synods,to be held,,,,,,,,,
15 r - 15 r,,Parchment,Latin,137,,Archdeaconry of York,,commission to act as,,,"Occupations, offices and status",Suffragan,appointment,,,,,,,,,
15 r - 15 r,,Parchment,Latin,138,,Archdeaconry of York,,,,,"Sins, correction and forgiveness",Indulgences,for guild,,,,,,,,,
15 r - 15 r,,Parchment,Latin,139,,Archdeaconry of York,,,,,Liturgy and worship,Masses,"licence to celebrate, fixed term",Liturgy and worship,Masses,"licence to celebrate, in (private) chapel",,,,,,
15 r - 15 r,,Parchment,Latin,140,,Archdeaconry of York,,,,,Alms,Alms,collection of,Archives and manuscripts,letters of quest,,,,,,,
15 v - 15 v,,Parchment,Latin,141,,Archdeaconry of York,,,,,Subject?,Thanks,"letter of, sent to Neville",,,,,,,,,
15 v - 15 v,,Parchment,Latin,142,,Archdeaconry of York,,,,,Papacy,Relations with Pope,"letter of thanks sent by Neville to pope, for promoting/advancing church of York",,,,,,,,,
15 v - 15 v,,Parchment,Latin,143,,Archdeaconry of York,,by papal nuncio,,,"Finance, Money, Accounts and accounting",Acquittances,procurations,"Income, Revenues and profit",Stipends,,,,,,,
15 v - 15 v,,Parchment,Latin,144,,Archdeaconry of York;Archdeaconry of Nottingham,,,,,Benefice and office holding,Non-residence,fixed term,,,,,,,,,
15 v - 15 v,,Parchment,Latin,145,,Archdeaconry of York;Archdeaconry of Gloucestershire,,vacated entry,,,Religious houses,Religious houses,recruitment to,,,,,,,,,
15 v - 15 v,,Parchment,Latin,146,,Archdeaconry of York;Archdeaconry of Gloucestershire,,vacated entry,,,Religious houses,Religious houses,recruitment to,,,,,,,,,
16 r - 16 r,,Parchment,Latin,147,,Archdeaconry of York,,,,,"Courts, Ecclesiastical",Probate,"administration, commission for",,,,,,,,,
16 r - 16 r,,Parchment,Latin,148,,Archdeaconry of York,,,,,Benefice and office holding,Non-residence,fixed term,,,,,,,,,
16 r - 16 r,,Parchment,Latin,149,,Archdeaconry of York,,,,,Corrodies and Pensions,Pensions,grants of,,,,,,,,,
16 r - 16 r,,Parchment,Latin,150,,Archdeaconry of York,,,,,Benefice and office holding,Non-residence,fixed term,,,,,,,,,
16 r - 16 r,,Parchment,Latin,151,,Archdeaconry of York,,,,,Benefice and office holding,Non-residence,fixed term,,,,,,,,,
16 r - 16 v,,Parchment,Latin,152,,Archdeaconry of York,,notarial instrument,,,Property and tenure,Property,of late archbishop,,,,,,,,,
16 v - 16 v,,Parchment,Latin,153,,Archdeaconry of York,,notarial subscription,,,Property and tenure,Property,"of late archbishop, submission of executors, for repair and making good of manors",,,,,,,,,
16 v - 16 v,,Parchment,Latin,154,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,Benefice and office holding,Absence,study,,,,,,
16 v - 16 v,,Parchment,Latin,155,,Archdeaconry of York,,,,,Benefice and office holding,Non-residence,fixed term,,,,,,,,,
16 v - 16 v,,Parchment,Latin,156,,Archdeaconry of York,,,,,"Sins, correction and forgiveness",Indulgences,,"Occupations, offices and status",Hermits,,Poverty,Paupers,maintenance,Buildings and structures,Chapels,repairs
16 v - 16 v,,Parchment,Latin,157,,Archdeaconry of York,,,,,Crime and punishment,"Clerks, criminous",commission to receive,,,,,,,,,
16 v - 16 v,,Parchment,Latin,158,,Archdeaconry of York,,,,,Benefice and office holding,Collations,chantry chaplain,,,,,,,,,
16 v - 16 v,,Parchment,Latin,159,,Archdeaconry of York,,,,,Benefice and office holding,Inductions,chantry priest,,,,,,,,,
16 v - 17 r,,Parchment,Latin,160,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,Benefice and office holding,Absence,service,,,,,,
17 r - 17 r,,Parchment,Latin,161,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,rector,,,,,,,,,
17 r - 17 r,,Parchment,Latin,162,,Archdeaconry of York,,,,,Benefice and office holding,Inductions,rector,,,,,,,,,
17 r - 17 r,,Parchment,Latin,163,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
17 r - 17 r,,Parchment,Latin,164,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,,,,,,,,,
17 r - 17 r,,Parchment,Latin,165,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,provost,,,,,,,,,
17 r - 17 r,,Parchment,Latin,166,,Archdeaconry of York,,,,,Benefice and office holding,Inductions,provost,,,,,,,,,
17 r - 17 r,,Parchment,Latin,167,,Archdeaconry of York,,,,,Archives and manuscripts,Leases,appropriated churches,,,,,,,,,
17 r - 17 r,,Parchment,Latin,168,,Archdeaconry of York,,,,,Benefice and office holding,Absence,fixed term,Benefice and office holding,Absence,service,,,,,,
17 r - 17 r,,Parchment,Latin,169,,Archdeaconry of York,,vacated entry; see full document on folio 37,,,"Rites, Sacraments, Sacramentals, Ceremonies and equipment",Enclosures,,,,,,,,,,
17 r - 17 r,,Parchment,Latin,170,,Archdeaconry of York,,,,,Liturgy and worship,Masses,private,Liturgy and worship,Masses,for living and dead,Liturgy and worship,Masses,"licence to celebrate, fixed term",,,
17 r - 17 r,,Parchment,Latin,171,,Archdeaconry of York,,,,,Benefice and office holding,Institutions,vicar,,,,,,,,,
